in s,C1 in V
2.02949520E-03,1.72363E+00
2.02950400E-03,1.73340E+00
2.02951280E-03,1.75293E+00
2.02952160E-03,1.76270E+00
2.02953040E-03,1.73340E+00
2.02953920E-03,1.75293E+00
2.02954800E-03,1.76270E+00
2.02955680E-03,1.72363E+00
2.02956560E-03,1.75293E+00
2.02957440E-03,1.74316E+00
2.02958320E-03,1.73340E+00
2.02959200E-03,1.75293E+00
2.02960080E-03,1.73340E+00
2.02960960E-03,1.75293E+00
2.02961840E-03,1.71387E+00
2.02962720E-03,1.75293E+00
2.02963600E-03,1.75293E+00
2.02964480E-03,1.74316E+00
2.02965360E-03,1.76270E+00
2.02966240E-03,1.75293E+00
2.02967120E-03,1.74316E+00
2.02968000E-03,1.73340E+00
2.02968880E-03,1.73340E+00
2.02969760E-03,1.77246E+00
2.02970640E-03,1.75293E+00
2.02971520E-03,1.75293E+00
2.02972400E-03,1.76270E+00
2.02973280E-03,1.75293E+00
2.02974160E-03,1.73340E+00
2.02975040E-03,1.77246E+00
2.02975920E-03,1.72363E+00
2.02976800E-03,1.78223E+00
2.02977680E-03,1.74316E+00
2.02978560E-03,1.74316E+00
2.02979440E-03,1.75293E+00
2.02980320E-03,1.72363E+00
2.02981200E-03,1.79199E+00
2.02982080E-03,1.75293E+00
2.02982960E-03,1.74316E+00
2.02983840E-03,1.75293E+00
2.02984720E-03,1.73340E+00
2.02985600E-03,1.75293E+00
2.02986480E-03,1.77246E+00
2.02987360E-03,1.77246E+00
2.02988240E-03,1.70410E+00
2.02989120E-03,1.73340E+00
2.02990000E-03,1.74316E+00
2.02990880E-03,1.75293E+00
2.02991760E-03,1.73340E+00
2.02992640E-03,1.77246E+00
2.02993520E-03,1.78223E+00
2.02994400E-03,1.75293E+00
2.02995280E-03,1.78223E+00
2.02996160E-03,1.76270E+00
2.02997040E-03,1.73340E+00
2.02997920E-03,1.73340E+00
2.02998800E-03,1.76270E+00
2.02999680E-03,1.78223E+00
2.03000560E-03,1.79199E+00
2.03001440E-03,1.77246E+00
2.03002320E-03,1.76270E+00
2.03003200E-03,1.76270E+00
2.03004080E-03,1.78223E+00
2.03004960E-03,1.75293E+00
2.03005840E-03,1.77246E+00
2.03006720E-03,1.75293E+00
2.03007600E-03,1.78223E+00
2.03008480E-03,1.75293E+00
2.03009360E-03,1.77246E+00
2.03010240E-03,1.76270E+00
2.03011120E-03,1.79199E+00
2.03012000E-03,1.77246E+00
2.03012880E-03,1.74316E+00
2.03013760E-03,1.72363E+00
2.03014640E-03,1.75293E+00
2.03015520E-03,1.75293E+00
2.03016400E-03,1.79199E+00
2.03017280E-03,1.76270E+00
2.03018160E-03,1.75293E+00
2.03019040E-03,1.75293E+00
2.03019920E-03,1.73340E+00
2.03020800E-03,1.72363E+00
2.03021680E-03,1.79199E+00
2.03022560E-03,1.77246E+00
2.03023440E-03,1.73340E+00
2.03024320E-03,1.78223E+00
2.03025200E-03,1.75293E+00
2.03026080E-03,1.80176E+00
2.03026960E-03,1.76270E+00
2.03027840E-03,1.75293E+00
2.03028720E-03,1.75293E+00
2.03029600E-03,1.77246E+00
2.03030480E-03,1.77246E+00
2.03031360E-03,1.76270E+00
2.03032240E-03,1.77246E+00
2.03033120E-03,1.74316E+00
2.03034000E-03,1.78223E+00
2.03034880E-03,1.73340E+00
2.03035760E-03,1.73340E+00
2.03036640E-03,1.75293E+00
2.03037520E-03,1.75293E+00
2.03038400E-03,1.78223E+00
2.03039280E-03,1.77246E+00
2.03040160E-03,1.75293E+00
2.03041040E-03,1.77246E+00
2.03041920E-03,1.78223E+00
2.03042800E-03,1.77246E+00
2.03043680E-03,1.78223E+00
2.03044560E-03,1.78223E+00
2.03045440E-03,1.76270E+00
2.03046320E-03,1.77246E+00
2.03047200E-03,1.77246E+00
2.03048080E-03,1.75293E+00
2.03048960E-03,1.77246E+00
2.03049840E-03,1.75293E+00
2.03050720E-03,1.77246E+00
2.03051600E-03,1.77246E+00
2.03052480E-03,1.79199E+00
2.03053360E-03,1.76270E+00
2.03054240E-03,1.79199E+00
2.03055120E-03,1.77246E+00
2.03056000E-03,1.77246E+00
2.03056880E-03,1.79199E+00
2.03057760E-03,1.78223E+00
2.03058640E-03,1.80176E+00
2.03059520E-03,1.75293E+00
2.03060400E-03,1.77246E+00
2.03061280E-03,1.77246E+00
2.03062160E-03,1.79199E+00
2.03063040E-03,1.78223E+00
2.03063920E-03,1.79199E+00
2.03064800E-03,1.79199E+00
2.03065680E-03,1.79199E+00
2.03066560E-03,1.76270E+00
2.03067440E-03,1.78223E+00
2.03068320E-03,1.77246E+00
2.03069200E-03,1.78223E+00
2.03070080E-03,1.77246E+00
2.03070960E-03,1.79199E+00
2.03071840E-03,1.78223E+00
2.03072720E-03,1.81152E+00
2.03073600E-03,1.76270E+00
2.03074480E-03,1.82129E+00
2.03075360E-03,1.79199E+00
2.03076240E-03,1.77246E+00
2.03077120E-03,1.77246E+00
2.03078000E-03,1.81152E+00
2.03078880E-03,1.79199E+00
2.03079760E-03,1.78223E+00
2.03080640E-03,1.78223E+00
2.03081520E-03,1.79199E+00
2.03082400E-03,1.82129E+00
2.03083280E-03,1.76270E+00
2.03084160E-03,1.76270E+00
2.03085040E-03,1.75293E+00
2.03085920E-03,1.77246E+00
2.03086800E-03,1.78223E+00
2.03087680E-03,1.79199E+00
2.03088560E-03,1.79199E+00
2.03089440E-03,1.78223E+00
2.03090320E-03,1.79199E+00
2.03091200E-03,1.80176E+00
2.03092080E-03,1.80176E+00
2.03092960E-03,1.73340E+00
2.03093840E-03,1.81152E+00
2.03094720E-03,1.81152E+00
2.03095600E-03,1.78223E+00
2.03096480E-03,1.78223E+00
2.03097360E-03,1.79199E+00
2.03098240E-03,1.79199E+00
2.03099120E-03,1.76270E+00
2.03100000E-03,1.81152E+00
2.03100880E-03,1.79199E+00
2.03101760E-03,1.81152E+00
2.03102640E-03,1.79199E+00
2.03103520E-03,1.80176E+00
2.03104400E-03,1.76270E+00
2.03105280E-03,1.76270E+00
2.03106160E-03,1.78223E+00
2.03107040E-03,1.79199E+00
2.03107920E-03,1.81152E+00
2.03108800E-03,1.79199E+00
2.03109680E-03,1.79199E+00
2.03110560E-03,1.82129E+00
2.03111440E-03,1.77246E+00
2.03112320E-03,1.78223E+00
2.03113200E-03,1.76270E+00
2.03114080E-03,1.80176E+00
2.03114960E-03,1.79199E+00
2.03115840E-03,1.81152E+00
2.03116720E-03,1.80176E+00
2.03117600E-03,1.79199E+00
2.03118480E-03,1.79199E+00
2.03119360E-03,1.79199E+00
2.03120240E-03,1.80176E+00
2.03121120E-03,1.84082E+00
2.03122000E-03,1.82129E+00
2.03122880E-03,1.85059E+00
2.03123760E-03,1.80176E+00
2.03124640E-03,1.79199E+00
2.03125520E-03,1.79199E+00
2.03126400E-03,1.82129E+00
2.03127280E-03,1.80176E+00
2.03128160E-03,1.82129E+00
2.03129040E-03,1.79199E+00
2.03129920E-03,1.79199E+00
2.03130800E-03,1.82129E+00
2.03131680E-03,1.78223E+00
2.03132560E-03,1.79199E+00
2.03133440E-03,1.81152E+00
2.03134320E-03,1.79199E+00
2.03135200E-03,1.81152E+00
2.03136080E-03,1.82129E+00
2.03136960E-03,1.79199E+00
2.03137840E-03,1.77246E+00
2.03138720E-03,1.79199E+00
2.03139600E-03,1.81152E+00
2.03140480E-03,1.82129E+00
2.03141360E-03,1.78223E+00
2.03142240E-03,1.80176E+00
2.03143120E-03,1.80176E+00
2.03144000E-03,1.77246E+00
2.03144880E-03,1.79199E+00
2.03145760E-03,1.84082E+00
2.03146640E-03,1.78223E+00
2.03147520E-03,1.79199E+00
2.03148400E-03,1.79199E+00
2.03149280E-03,1.82129E+00
2.03150160E-03,1.81152E+00
2.03151040E-03,1.81152E+00
2.03151920E-03,1.83105E+00
2.03152800E-03,1.81152E+00
2.03153680E-03,1.80176E+00
2.03154560E-03,1.82129E+00
2.03155440E-03,1.84082E+00
2.03156320E-03,1.82129E+00
2.03157200E-03,1.76270E+00
2.03158080E-03,1.83105E+00
2.03158960E-03,1.82129E+00
2.03159840E-03,1.82129E+00
2.03160720E-03,1.83105E+00
2.03161600E-03,1.81152E+00
2.03162480E-03,1.80176E+00
2.03163360E-03,1.83105E+00
2.03164240E-03,1.81152E+00
2.03165120E-03,1.82129E+00
2.03166000E-03,1.80176E+00
2.03166880E-03,1.84082E+00
2.03167760E-03,1.78223E+00
2.03168640E-03,1.83105E+00
2.03169520E-03,1.79199E+00
2.03170400E-03,1.81152E+00
2.03171280E-03,1.81152E+00
2.03172160E-03,1.82129E+00
2.03173040E-03,1.84082E+00
2.03173920E-03,1.83105E+00
2.03174800E-03,1.81152E+00
2.03175680E-03,1.84082E+00
2.03176560E-03,1.81152E+00
2.03177440E-03,1.80176E+00
2.03178320E-03,1.85059E+00
2.03179200E-03,1.82129E+00
2.03180080E-03,1.83105E+00
2.03180960E-03,1.80176E+00
2.03181840E-03,1.83105E+00
2.03182720E-03,1.82129E+00
2.03183600E-03,1.79199E+00
2.03184480E-03,1.79199E+00
2.03185360E-03,1.82129E+00
2.03186240E-03,1.80176E+00
2.03187120E-03,1.79199E+00
2.03188000E-03,1.82129E+00
2.03188880E-03,1.82129E+00
2.03189760E-03,1.84082E+00
2.03190640E-03,1.80176E+00
2.03191520E-03,1.86035E+00
2.03192400E-03,1.83105E+00
2.03193280E-03,1.85059E+00
2.03194160E-03,1.86035E+00
2.03195040E-03,1.86035E+00
2.03195920E-03,1.85059E+00
2.03196800E-03,1.82129E+00
2.03197680E-03,1.81152E+00
2.03198560E-03,1.84082E+00
2.03199440E-03,1.82129E+00
2.03200320E-03,1.83105E+00
2.03201200E-03,1.85059E+00
2.03202080E-03,1.84082E+00
2.03202960E-03,1.83105E+00
2.03203840E-03,1.82129E+00
2.03204720E-03,1.82129E+00
2.03205600E-03,1.85059E+00
2.03206480E-03,1.80176E+00
2.03207360E-03,1.83105E+00
2.03208240E-03,1.84082E+00
2.03209120E-03,1.84082E+00
2.03210000E-03,1.80176E+00
2.03210880E-03,1.86035E+00
2.03211760E-03,1.85059E+00
2.03212640E-03,1.83105E+00
2.03213520E-03,1.85059E+00
2.03214400E-03,1.81152E+00
2.03215280E-03,1.85059E+00
2.03216160E-03,1.87012E+00
2.03217040E-03,1.83105E+00
2.03217920E-03,1.82129E+00
2.03218800E-03,1.84082E+00
2.03219680E-03,1.80176E+00
2.03220560E-03,1.86035E+00
2.03221440E-03,1.86035E+00
2.03222320E-03,1.84082E+00
2.03223200E-03,1.85059E+00
2.03224080E-03,1.84082E+00
2.03224960E-03,1.86035E+00
2.03225840E-03,1.83105E+00
2.03226720E-03,1.83105E+00
2.03227600E-03,1.85059E+00
2.03228480E-03,1.83105E+00
2.03229360E-03,1.83105E+00
2.03230240E-03,1.86035E+00
2.03231120E-03,1.84082E+00
2.03232000E-03,1.81152E+00
2.03232880E-03,1.83105E+00
2.03233760E-03,1.86035E+00
2.03234640E-03,1.80176E+00
2.03235520E-03,1.80176E+00
2.03236400E-03,1.85059E+00
2.03237280E-03,1.87012E+00
2.03238160E-03,1.83105E+00
2.03239040E-03,1.85059E+00
2.03239920E-03,1.82129E+00
2.03240800E-03,1.84082E+00
2.03241680E-03,1.87012E+00
2.03242560E-03,1.85059E+00
2.03243440E-03,1.86035E+00
2.03244320E-03,1.84082E+00
2.03245200E-03,1.80176E+00
2.03246080E-03,1.81152E+00
2.03246960E-03,1.83105E+00
2.03247840E-03,1.86035E+00
2.03248720E-03,1.86035E+00
2.03249600E-03,1.83105E+00
2.03250480E-03,1.83105E+00
2.03251360E-03,1.84082E+00
2.03252240E-03,1.85059E+00
2.03253120E-03,1.85059E+00
2.03254000E-03,1.87988E+00
2.03254880E-03,1.79199E+00
2.03255760E-03,1.86035E+00
2.03256640E-03,1.87012E+00
2.03257520E-03,1.87988E+00
2.03258400E-03,1.83105E+00
2.03259280E-03,1.85059E+00
2.03260160E-03,1.85059E+00
2.03261040E-03,1.86035E+00
2.03261920E-03,1.88965E+00
2.03262800E-03,1.85059E+00
2.03263680E-03,1.88965E+00
2.03264560E-03,1.81152E+00
2.03265440E-03,1.85059E+00
2.03266320E-03,1.83105E+00
2.03267200E-03,1.83105E+00
2.03268080E-03,1.86035E+00
2.03268960E-03,1.89941E+00
2.03269840E-03,1.87988E+00
2.03270720E-03,1.87012E+00
2.03271600E-03,1.86035E+00
2.03272480E-03,1.87988E+00
2.03273360E-03,1.88965E+00
2.03274240E-03,1.83105E+00
2.03275120E-03,1.84082E+00
2.03276000E-03,1.85059E+00
2.03276880E-03,1.87012E+00
2.03277760E-03,1.85059E+00
2.03278640E-03,1.84082E+00
2.03279520E-03,1.88965E+00
2.03280400E-03,1.84082E+00
2.03281280E-03,1.81152E+00
2.03282160E-03,1.88965E+00
2.03283040E-03,1.87988E+00
2.03283920E-03,1.86035E+00
2.03284800E-03,1.87012E+00
2.03285680E-03,1.86035E+00
2.03286560E-03,1.84082E+00
2.03287440E-03,1.85059E+00
2.03288320E-03,1.85059E+00
2.03289200E-03,1.86035E+00
2.03290080E-03,1.86035E+00
2.03290960E-03,1.87012E+00
2.03291840E-03,1.87988E+00
2.03292720E-03,1.85059E+00
2.03293600E-03,1.86035E+00
2.03294480E-03,1.85059E+00
2.03295360E-03,1.87012E+00
2.03296240E-03,1.87988E+00
2.03297120E-03,1.82129E+00
2.03298000E-03,1.87012E+00
2.03298880E-03,1.88965E+00
2.03299760E-03,1.89941E+00
2.03300640E-03,1.87988E+00
2.03301520E-03,1.88965E+00
2.03302400E-03,1.86035E+00
2.03303280E-03,1.83105E+00
2.03304160E-03,1.88965E+00
2.03305040E-03,1.87988E+00
2.03305920E-03,1.89941E+00
2.03306800E-03,1.84082E+00
2.03307680E-03,1.87012E+00
2.03308560E-03,1.84082E+00
2.03309440E-03,1.88965E+00
2.03310320E-03,1.85059E+00
2.03311200E-03,1.86035E+00
2.03312080E-03,1.87012E+00
2.03312960E-03,1.86035E+00
2.03313840E-03,1.90918E+00
2.03314720E-03,1.87012E+00
2.03315600E-03,1.82129E+00
2.03316480E-03,1.85059E+00
2.03317360E-03,1.85059E+00
2.03318240E-03,1.86035E+00
2.03319120E-03,1.87012E+00
2.03320000E-03,1.87988E+00
2.03320880E-03,1.91895E+00
2.03321760E-03,1.89941E+00
2.03322640E-03,1.87012E+00
2.03323520E-03,1.84082E+00
2.03324400E-03,1.86035E+00
2.03325280E-03,1.87988E+00
2.03326160E-03,1.88965E+00
2.03327040E-03,1.87012E+00
2.03327920E-03,1.87012E+00
2.03328800E-03,1.87012E+00
2.03329680E-03,1.87012E+00
2.03330560E-03,1.84082E+00
2.03331440E-03,1.87012E+00
2.03332320E-03,1.87012E+00
2.03333200E-03,1.89941E+00
2.03334080E-03,1.89941E+00
2.03334960E-03,1.87012E+00
2.03335840E-03,1.87988E+00
2.03336720E-03,1.88965E+00
2.03337600E-03,1.85059E+00
2.03338480E-03,1.91895E+00
2.03339360E-03,1.86035E+00
2.03340240E-03,1.86035E+00
2.03341120E-03,1.89941E+00
2.03342000E-03,1.87012E+00
2.03342880E-03,1.89941E+00
2.03343760E-03,1.87988E+00
2.03344640E-03,1.87012E+00
2.03345520E-03,1.84082E+00
2.03346400E-03,1.86035E+00
2.03347280E-03,1.86035E+00
2.03348160E-03,1.89941E+00
2.03349040E-03,1.88965E+00
2.03349920E-03,1.87988E+00
2.03350800E-03,1.88965E+00
2.03351680E-03,1.87988E+00
2.03352560E-03,1.86035E+00
2.03353440E-03,1.86035E+00
2.03354320E-03,1.87988E+00
2.03355200E-03,1.86035E+00
2.03356080E-03,1.89941E+00
2.03356960E-03,1.86035E+00
2.03357840E-03,1.88965E+00
2.03358720E-03,1.89941E+00
2.03359600E-03,1.88965E+00
2.03360480E-03,1.87988E+00
2.03361360E-03,1.87012E+00
2.03362240E-03,1.89941E+00
2.03363120E-03,1.86035E+00
2.03364000E-03,1.87012E+00
2.03364880E-03,1.88965E+00
2.03365760E-03,1.89941E+00
2.03366640E-03,1.87988E+00
2.03367520E-03,1.89941E+00
2.03368400E-03,1.89941E+00
2.03369280E-03,1.92871E+00
2.03370160E-03,1.89941E+00
2.03371040E-03,1.89941E+00
2.03371920E-03,1.89941E+00
2.03372800E-03,1.90918E+00
2.03373680E-03,1.88965E+00
2.03374560E-03,1.87988E+00
2.03375440E-03,1.89941E+00
2.03376320E-03,1.91895E+00
2.03377200E-03,1.88965E+00
2.03378080E-03,1.88965E+00
2.03378960E-03,1.89941E+00
2.03379840E-03,1.91895E+00
2.03380720E-03,1.91895E+00
2.03381600E-03,1.90918E+00
2.03382480E-03,1.89941E+00
2.03383360E-03,1.88965E+00
2.03384240E-03,1.89941E+00
2.03385120E-03,1.86035E+00
2.03386000E-03,1.88965E+00
2.03386880E-03,1.88965E+00
2.03387760E-03,1.89941E+00
2.03388640E-03,1.89941E+00
2.03389520E-03,1.88965E+00
2.03390400E-03,1.89941E+00
2.03391280E-03,1.86035E+00
2.03392160E-03,1.89941E+00
2.03393040E-03,1.87012E+00
2.03393920E-03,1.87988E+00
2.03394800E-03,1.89941E+00
2.03395680E-03,1.89941E+00
2.03396560E-03,1.90918E+00
2.03397440E-03,1.89941E+00
2.03398320E-03,1.87988E+00
2.03399200E-03,1.91895E+00
2.03400080E-03,1.89941E+00
2.03400960E-03,1.91895E+00
2.03401840E-03,1.92871E+00
2.03402720E-03,1.87012E+00
2.03403600E-03,1.92871E+00
2.03404480E-03,1.89941E+00
2.03405360E-03,1.89941E+00
2.03406240E-03,1.89941E+00
2.03407120E-03,1.90918E+00
2.03408000E-03,1.87012E+00
2.03408880E-03,1.88965E+00
2.03409760E-03,1.89941E+00
2.03410640E-03,1.88965E+00
2.03411520E-03,1.94824E+00
2.03412400E-03,1.88965E+00
2.03413280E-03,1.92871E+00
2.03414160E-03,1.89941E+00
2.03415040E-03,1.89941E+00
2.03415920E-03,1.87012E+00
2.03416800E-03,1.89941E+00
2.03417680E-03,1.88965E+00
2.03418560E-03,1.90918E+00
2.03419440E-03,1.88965E+00
2.03420320E-03,1.87988E+00
2.03421200E-03,1.90918E+00
2.03422080E-03,1.89941E+00
2.03422960E-03,1.88965E+00
2.03423840E-03,1.89941E+00
2.03424720E-03,1.91895E+00
2.03425600E-03,1.91895E+00
2.03426480E-03,1.92871E+00
2.03427360E-03,1.89941E+00
2.03428240E-03,1.89941E+00
2.03429120E-03,1.90918E+00
2.03430000E-03,1.90918E+00
2.03430880E-03,1.87012E+00
2.03431760E-03,1.91895E+00
2.03432640E-03,1.91895E+00
2.03433520E-03,1.90918E+00
2.03434400E-03,1.91895E+00
2.03435280E-03,1.89941E+00
2.03436160E-03,1.87012E+00
2.03437040E-03,1.90918E+00
2.03437920E-03,1.90918E+00
2.03438800E-03,1.87988E+00
2.03439680E-03,1.89941E+00
2.03440560E-03,1.91895E+00
2.03441440E-03,1.89941E+00
2.03442320E-03,1.92871E+00
2.03443200E-03,1.91895E+00
2.03444080E-03,1.92871E+00
2.03444960E-03,1.88965E+00
2.03445840E-03,1.92871E+00
2.03446720E-03,1.90918E+00
2.03447600E-03,1.90918E+00
2.03448480E-03,1.94824E+00
2.03449360E-03,1.89941E+00
2.03450240E-03,1.90918E+00
2.03451120E-03,1.89941E+00
2.03452000E-03,1.92871E+00
2.03452880E-03,1.85059E+00
2.03453760E-03,1.89941E+00
2.03454640E-03,1.88965E+00
2.03455520E-03,1.88965E+00
2.03456400E-03,1.95801E+00
2.03457280E-03,1.91895E+00
2.03458160E-03,1.90918E+00
2.03459040E-03,1.89941E+00
2.03459920E-03,1.92871E+00
2.03460800E-03,1.92871E+00
2.03461680E-03,1.92871E+00
2.03462560E-03,1.87012E+00
2.03463440E-03,1.90918E+00
2.03464320E-03,1.92871E+00
2.03465200E-03,1.90918E+00
2.03466080E-03,1.90918E+00
2.03466960E-03,1.91895E+00
2.03467840E-03,1.92871E+00
2.03468720E-03,1.92871E+00
2.03469600E-03,1.91895E+00
2.03470480E-03,1.90918E+00
2.03471360E-03,1.93848E+00
2.03472240E-03,1.90918E+00
2.03473120E-03,1.92871E+00
2.03474000E-03,1.89941E+00
2.03474880E-03,1.92871E+00
2.03475760E-03,1.96777E+00
2.03476640E-03,1.92871E+00
2.03477520E-03,1.89941E+00
2.03478400E-03,1.92871E+00
2.03479280E-03,1.89941E+00
2.03480160E-03,1.95801E+00
2.03481040E-03,1.90918E+00
2.03481920E-03,1.95801E+00
2.03482800E-03,1.91895E+00
2.03483680E-03,1.92871E+00
2.03484560E-03,1.91895E+00
2.03485440E-03,1.95801E+00
2.03486320E-03,1.92871E+00
2.03487200E-03,1.91895E+00
2.03488080E-03,1.90918E+00
2.03488960E-03,1.91895E+00
2.03489840E-03,1.90918E+00
2.03490720E-03,1.91895E+00
2.03491600E-03,1.89941E+00
2.03492480E-03,1.96777E+00
2.03493360E-03,1.93848E+00
2.03494240E-03,1.91895E+00
2.03495120E-03,1.90918E+00
2.03496000E-03,1.90918E+00
2.03496880E-03,1.93848E+00
2.03497760E-03,1.92871E+00
2.03498640E-03,1.92871E+00
2.03499520E-03,1.87012E+00
2.03500400E-03,1.93848E+00
2.03501280E-03,1.89941E+00
2.03502160E-03,1.93848E+00
2.03503040E-03,1.93848E+00
2.03503920E-03,1.91895E+00
2.03504800E-03,1.92871E+00
2.03505680E-03,1.92871E+00
2.03506560E-03,1.90918E+00
2.03507440E-03,1.93848E+00
2.03508320E-03,1.94824E+00
2.03509200E-03,1.93848E+00
2.03510080E-03,1.87012E+00
2.03510960E-03,1.93848E+00
2.03511840E-03,1.92871E+00
2.03512720E-03,1.91895E+00
2.03513600E-03,1.91895E+00
2.03514480E-03,1.94824E+00
2.03515360E-03,1.94824E+00
2.03516240E-03,1.87012E+00
2.03517120E-03,1.93848E+00
2.03518000E-03,1.91895E+00
2.03518880E-03,1.90918E+00
2.03519760E-03,1.93848E+00
2.03520640E-03,1.90918E+00
2.03521520E-03,1.92871E+00
2.03522400E-03,1.90918E+00
2.03523280E-03,1.93848E+00
2.03524160E-03,1.93848E+00
2.03525040E-03,1.96777E+00
2.03525920E-03,1.94824E+00
2.03526800E-03,1.94824E+00
2.03527680E-03,1.96777E+00
2.03528560E-03,1.90918E+00
2.03529440E-03,1.93848E+00
2.03530320E-03,1.92871E+00
2.03531200E-03,1.92871E+00
2.03532080E-03,1.96777E+00
2.03532960E-03,1.91895E+00
2.03533840E-03,1.93848E+00
2.03534720E-03,1.92871E+00
2.03535600E-03,1.93848E+00
2.03536480E-03,1.93848E+00
2.03537360E-03,1.96777E+00
2.03538240E-03,1.91895E+00
2.03539120E-03,1.92871E+00
2.03540000E-03,1.93848E+00
2.03540880E-03,1.92871E+00
2.03541760E-03,1.93848E+00
2.03542640E-03,1.90918E+00
2.03543520E-03,1.96777E+00
2.03544400E-03,1.90918E+00
2.03545280E-03,1.92871E+00
2.03546160E-03,1.93848E+00
2.03547040E-03,1.89941E+00
2.03547920E-03,1.93848E+00
2.03548800E-03,1.98730E+00
2.03549680E-03,1.93848E+00
2.03550560E-03,1.93848E+00
2.03551440E-03,1.93848E+00
2.03552320E-03,1.93848E+00
2.03553200E-03,1.92871E+00
2.03554080E-03,1.94824E+00
2.03554960E-03,1.95801E+00
2.03555840E-03,1.95801E+00
2.03556720E-03,1.89941E+00
2.03557600E-03,1.96777E+00
2.03558480E-03,1.92871E+00
2.03559360E-03,1.92871E+00
2.03560240E-03,1.90918E+00
2.03561120E-03,1.95801E+00
2.03562000E-03,1.90918E+00
2.03562880E-03,1.96777E+00
2.03563760E-03,1.96777E+00
2.03564640E-03,1.94824E+00
2.03565520E-03,1.90918E+00
2.03566400E-03,1.93848E+00
2.03567280E-03,1.95801E+00
2.03568160E-03,1.96777E+00
2.03569040E-03,1.99707E+00
2.03569920E-03,1.91895E+00
2.03570800E-03,1.92871E+00
2.03571680E-03,1.96777E+00
2.03572560E-03,1.91895E+00
2.03573440E-03,1.90918E+00
2.03574320E-03,1.96777E+00
2.03575200E-03,1.93848E+00
2.03576080E-03,1.94824E+00
2.03576960E-03,1.99707E+00
2.03577840E-03,1.96777E+00
2.03578720E-03,1.96777E+00
2.03579600E-03,1.91895E+00
2.03580480E-03,1.93848E+00
2.03581360E-03,1.94824E+00
2.03582240E-03,1.96777E+00
2.03583120E-03,1.93848E+00
2.03584000E-03,1.95801E+00
2.03584880E-03,1.93848E+00
2.03585760E-03,1.98730E+00
2.03586640E-03,1.93848E+00
2.03587520E-03,1.92871E+00
2.03588400E-03,1.93848E+00
2.03589280E-03,1.92871E+00
2.03590160E-03,1.95801E+00
2.03591040E-03,1.92871E+00
2.03591920E-03,1.93848E+00
2.03592800E-03,1.96777E+00
2.03593680E-03,1.89941E+00
2.03594560E-03,1.95801E+00
2.03595440E-03,1.95801E+00
2.03596320E-03,1.97754E+00
2.03597200E-03,1.93848E+00
2.03598080E-03,1.97754E+00
2.03598960E-03,1.97754E+00
2.03599840E-03,1.97754E+00
2.03600720E-03,1.95801E+00
2.03601600E-03,1.92871E+00
2.03602480E-03,1.94824E+00
2.03603360E-03,1.93848E+00
2.03604240E-03,1.93848E+00
2.03605120E-03,1.99707E+00
2.03606000E-03,1.94824E+00
2.03606880E-03,1.97754E+00
2.03607760E-03,1.94824E+00
2.03608640E-03,1.94824E+00
2.03609520E-03,1.98730E+00
2.03610400E-03,1.95801E+00
2.03611280E-03,1.97754E+00
2.03612160E-03,1.96777E+00
2.03613040E-03,1.95801E+00
2.03613920E-03,1.93848E+00
2.03614800E-03,1.94824E+00
2.03615680E-03,1.97754E+00
2.03616560E-03,1.93848E+00
2.03617440E-03,1.93848E+00
2.03618320E-03,1.96777E+00
2.03619200E-03,1.99707E+00
2.03620080E-03,1.96777E+00
2.03620960E-03,1.98730E+00
2.03621840E-03,1.97754E+00
2.03622720E-03,1.96777E+00
2.03623600E-03,1.94824E+00
2.03624480E-03,1.94824E+00
2.03625360E-03,1.95801E+00
2.03626240E-03,1.96777E+00
2.03627120E-03,1.95801E+00
2.03628000E-03,1.93848E+00
2.03628880E-03,1.93848E+00
2.03629760E-03,1.95801E+00
2.03630640E-03,1.95801E+00
2.03631520E-03,1.93848E+00
2.03632400E-03,1.99707E+00
2.03633280E-03,1.95801E+00
2.03634160E-03,1.94824E+00
2.03635040E-03,2.00684E+00
2.03635920E-03,1.97754E+00
2.03636800E-03,1.97754E+00
2.03637680E-03,1.92871E+00
2.03638560E-03,1.98730E+00
2.03639440E-03,1.99707E+00
2.03640320E-03,1.93848E+00
2.03641200E-03,1.95801E+00
2.03642080E-03,1.98730E+00
2.03642960E-03,1.95801E+00
2.03643840E-03,1.96777E+00
2.03644720E-03,1.98730E+00
2.03645600E-03,1.94824E+00
2.03646480E-03,1.96777E+00
2.03647360E-03,1.98730E+00
2.03648240E-03,1.96777E+00
2.03649120E-03,1.99707E+00
2.03650000E-03,1.98730E+00
2.03650880E-03,1.97754E+00
2.03651760E-03,1.94824E+00
2.03652640E-03,1.96777E+00
2.03653520E-03,1.93848E+00
2.03654400E-03,1.95801E+00
2.03655280E-03,1.96777E+00
2.03656160E-03,1.98730E+00
2.03657040E-03,1.97754E+00
2.03657920E-03,1.96777E+00
2.03658800E-03,1.99707E+00
2.03659680E-03,1.95801E+00
2.03660560E-03,1.96777E+00
2.03661440E-03,1.97754E+00
2.03662320E-03,1.95801E+00
2.03663200E-03,1.96777E+00
2.03664080E-03,1.98730E+00
2.03664960E-03,1.94824E+00
2.03665840E-03,1.97754E+00
2.03666720E-03,1.96777E+00
2.03667600E-03,1.99707E+00
2.03668480E-03,1.99707E+00
2.03669360E-03,1.98730E+00
2.03670240E-03,1.96777E+00
2.03671120E-03,1.99707E+00
2.03672000E-03,1.97754E+00
2.03672880E-03,1.96777E+00
