in s,C2 in V
2.2388048E-03,1.90430E-01
2.2388056E-03,1.51367E-01
2.2388064E-03,1.90430E-01
2.2388072E-03,1.70898E-01
2.2388080E-03,1.80664E-01
2.2388088E-03,1.41602E-01
2.2388096E-03,2.09961E-01
2.2388104E-03,2.00195E-01
2.2388112E-03,1.70898E-01
2.2388120E-03,1.80664E-01
2.2388128E-03,1.70898E-01
2.2388136E-03,1.51367E-01
2.2388144E-03,1.61133E-01
2.2388152E-03,1.80664E-01
2.2388160E-03,1.90430E-01
2.2388168E-03,1.61133E-01
2.2388176E-03,1.51367E-01
2.2388184E-03,1.70898E-01
2.2388192E-03,1.90430E-01
2.2388200E-03,1.90430E-01
2.2388208E-03,1.70898E-01
2.2388216E-03,2.00195E-01
2.2388224E-03,2.00195E-01
2.2388232E-03,2.09961E-01
2.2388240E-03,1.90430E-01
2.2388248E-03,1.90430E-01
2.2388256E-03,2.39258E-01
2.2388264E-03,2.19727E-01
2.2388272E-03,2.19727E-01
2.2388280E-03,2.49023E-01
2.2388288E-03,2.09961E-01
2.2388296E-03,2.09961E-01
2.2388304E-03,1.90430E-01
2.2388312E-03,2.19727E-01
2.2388320E-03,2.00195E-01
2.2388328E-03,2.58789E-01
2.2388336E-03,2.19727E-01
2.2388344E-03,2.19727E-01
2.2388352E-03,2.19727E-01
2.2388360E-03,2.19727E-01
2.2388368E-03,2.29492E-01
2.2388376E-03,2.29492E-01
2.2388384E-03,1.90430E-01
2.2388392E-03,2.19727E-01
2.2388400E-03,2.29492E-01
2.2388408E-03,2.00195E-01
2.2388416E-03,2.29492E-01
2.2388424E-03,2.09961E-01
2.2388432E-03,2.09961E-01
2.2388440E-03,2.19727E-01
2.2388448E-03,2.19727E-01
2.2388456E-03,1.90430E-01
2.2388464E-03,2.09961E-01
2.2388472E-03,2.49023E-01
2.2388480E-03,2.39258E-01
2.2388488E-03,2.09961E-01
2.2388496E-03,2.19727E-01
2.2388504E-03,2.78320E-01
2.2388512E-03,2.68555E-01
2.2388520E-03,2.49023E-01
2.2388528E-03,2.78320E-01
2.2388536E-03,2.19727E-01
2.2388544E-03,2.49023E-01
2.2388552E-03,2.00195E-01
2.2388560E-03,2.58789E-01
2.2388568E-03,2.58789E-01
2.2388576E-03,2.68555E-01
2.2388584E-03,2.49023E-01
2.2388592E-03,2.78320E-01
2.2388600E-03,2.49023E-01
2.2388608E-03,2.68555E-01
2.2388616E-03,2.49023E-01
2.2388624E-03,2.78320E-01
2.2388632E-03,2.49023E-01
2.2388640E-03,2.68555E-01
2.2388648E-03,2.78320E-01
2.2388656E-03,2.58789E-01
2.2388664E-03,2.49023E-01
2.2388672E-03,2.68555E-01
2.2388680E-03,2.58789E-01
2.2388688E-03,2.58789E-01
2.2388696E-03,2.68555E-01
2.2388704E-03,2.49023E-01
2.2388712E-03,2.78320E-01
2.2388720E-03,2.58789E-01
2.2388728E-03,2.78320E-01
2.2388736E-03,2.49023E-01
2.2388744E-03,2.68555E-01
2.2388752E-03,2.88086E-01
2.2388760E-03,3.07617E-01
2.2388768E-03,3.17383E-01
2.2388776E-03,2.97852E-01
2.2388784E-03,3.07617E-01
2.2388792E-03,2.68555E-01
2.2388800E-03,2.88086E-01
2.2388808E-03,2.49023E-01
2.2388816E-03,2.88086E-01
2.2388824E-03,2.88086E-01
2.2388832E-03,2.88086E-01
2.2388840E-03,2.68555E-01
2.2388848E-03,2.78320E-01
2.2388856E-03,2.88086E-01
2.2388864E-03,2.88086E-01
2.2388872E-03,2.88086E-01
2.2388880E-03,3.17383E-01
2.2388888E-03,3.27148E-01
2.2388896E-03,3.17383E-01
2.2388904E-03,3.07617E-01
2.2388912E-03,3.07617E-01
2.2388920E-03,3.17383E-01
2.2388928E-03,3.17383E-01
2.2388936E-03,2.88086E-01
2.2388944E-03,2.97852E-01
2.2388952E-03,3.27148E-01
2.2388960E-03,3.27148E-01
2.2388968E-03,3.07617E-01
2.2388976E-03,2.97852E-01
2.2388984E-03,3.07617E-01
2.2388992E-03,3.07617E-01
2.2389000E-03,3.07617E-01
2.2389008E-03,3.27148E-01
2.2389016E-03,3.17383E-01
2.2389024E-03,2.97852E-01
2.2389032E-03,2.97852E-01
2.2389040E-03,3.36914E-01
2.2389048E-03,3.07617E-01
2.2389056E-03,3.07617E-01
2.2389064E-03,3.27148E-01
2.2389072E-03,3.36914E-01
2.2389080E-03,3.27148E-01
2.2389088E-03,3.27148E-01
2.2389096E-03,3.07617E-01
2.2389104E-03,3.27148E-01
2.2389112E-03,3.27148E-01
2.2389120E-03,3.17383E-01
2.2389128E-03,3.07617E-01
2.2389136E-03,3.36914E-01
2.2389144E-03,3.56445E-01
2.2389152E-03,3.27148E-01
2.2389160E-03,3.36914E-01
2.2389168E-03,3.17383E-01
2.2389176E-03,3.56445E-01
2.2389184E-03,3.17383E-01
2.2389192E-03,3.17383E-01
2.2389200E-03,3.27148E-01
2.2389208E-03,3.27148E-01
2.2389216E-03,3.56445E-01
2.2389224E-03,3.56445E-01
2.2389232E-03,3.36914E-01
2.2389240E-03,3.85742E-01
2.2389248E-03,3.46680E-01
2.2389256E-03,3.36914E-01
2.2389264E-03,3.66211E-01
2.2389272E-03,3.85742E-01
2.2389280E-03,3.56445E-01
2.2389288E-03,3.85742E-01
2.2389296E-03,3.56445E-01
2.2389304E-03,3.66211E-01
2.2389312E-03,3.66211E-01
2.2389320E-03,3.36914E-01
2.2389328E-03,3.36914E-01
2.2389336E-03,3.36914E-01
2.2389344E-03,3.66211E-01
2.2389352E-03,3.27148E-01
2.2389360E-03,3.66211E-01
2.2389368E-03,3.56445E-01
2.2389376E-03,3.56445E-01
2.2389384E-03,3.56445E-01
2.2389392E-03,3.56445E-01
2.2389400E-03,3.85742E-01
2.2389408E-03,3.85742E-01
2.2389416E-03,3.56445E-01
2.2389424E-03,4.05273E-01
2.2389432E-03,3.95508E-01
2.2389440E-03,3.95508E-01
2.2389448E-03,3.95508E-01
2.2389456E-03,3.66211E-01
2.2389464E-03,3.75977E-01
2.2389472E-03,3.85742E-01
2.2389480E-03,3.95508E-01
2.2389488E-03,4.15039E-01
2.2389496E-03,3.75977E-01
2.2389504E-03,3.95508E-01
2.2389512E-03,3.85742E-01
2.2389520E-03,3.95508E-01
2.2389528E-03,3.95508E-01
2.2389536E-03,3.95508E-01
2.2389544E-03,3.95508E-01
2.2389552E-03,3.66211E-01
2.2389560E-03,3.95508E-01
2.2389568E-03,3.85742E-01
2.2389576E-03,3.46680E-01
2.2389584E-03,3.75977E-01
2.2389592E-03,4.05273E-01
2.2389600E-03,4.05273E-01
2.2389608E-03,4.24805E-01
2.2389616E-03,4.34570E-01
2.2389624E-03,3.95508E-01
2.2389632E-03,4.05273E-01
2.2389640E-03,4.05273E-01
2.2389648E-03,4.34570E-01
2.2389656E-03,3.95508E-01
2.2389664E-03,4.15039E-01
2.2389672E-03,4.24805E-01
2.2389680E-03,4.15039E-01
2.2389688E-03,4.44336E-01
2.2389696E-03,4.54102E-01
2.2389704E-03,4.05273E-01
2.2389712E-03,4.05273E-01
2.2389720E-03,4.15039E-01
2.2389728E-03,4.24805E-01
2.2389736E-03,4.34570E-01
2.2389744E-03,3.95508E-01
2.2389752E-03,4.05273E-01
2.2389760E-03,4.34570E-01
2.2389768E-03,4.05273E-01
2.2389776E-03,4.44336E-01
2.2389784E-03,4.34570E-01
2.2389792E-03,4.24805E-01
2.2389800E-03,4.05273E-01
2.2389808E-03,4.15039E-01
2.2389816E-03,4.24805E-01
2.2389824E-03,4.15039E-01
2.2389832E-03,4.34570E-01
2.2389840E-03,4.05273E-01
2.2389848E-03,4.24805E-01
2.2389856E-03,4.54102E-01
2.2389864E-03,4.24805E-01
2.2389872E-03,4.44336E-01
2.2389880E-03,4.44336E-01
2.2389888E-03,4.54102E-01
2.2389896E-03,4.44336E-01
2.2389904E-03,4.63867E-01
2.2389912E-03,4.54102E-01
2.2389920E-03,4.44336E-01
2.2389928E-03,4.54102E-01
2.2389936E-03,4.83398E-01
2.2389944E-03,4.63867E-01
2.2389952E-03,4.63867E-01
2.2389960E-03,5.02930E-01
2.2389968E-03,4.54102E-01
2.2389976E-03,4.73633E-01
2.2389984E-03,4.63867E-01
2.2389992E-03,4.63867E-01
2.2390000E-03,4.34570E-01
2.2390008E-03,4.54102E-01
2.2390016E-03,4.54102E-01
2.2390024E-03,4.73633E-01
2.2390032E-03,4.63867E-01
2.2390040E-03,4.63867E-01
2.2390048E-03,5.02930E-01
2.2390056E-03,5.02930E-01
2.2390064E-03,4.63867E-01
2.2390072E-03,4.63867E-01
2.2390080E-03,4.83398E-01
2.2390088E-03,4.63867E-01
2.2390096E-03,4.73633E-01
2.2390104E-03,4.93164E-01
2.2390112E-03,5.02930E-01
2.2390120E-03,4.63867E-01
2.2390128E-03,5.12695E-01
2.2390136E-03,4.83398E-01
2.2390144E-03,5.02930E-01
2.2390152E-03,5.22461E-01
2.2390160E-03,5.02930E-01
2.2390168E-03,4.83398E-01
2.2390176E-03,5.22461E-01
2.2390184E-03,4.83398E-01
2.2390192E-03,5.02930E-01
2.2390200E-03,4.63867E-01
2.2390208E-03,4.93164E-01
2.2390216E-03,4.63867E-01
2.2390224E-03,5.02930E-01
2.2390232E-03,5.02930E-01
2.2390240E-03,5.02930E-01
2.2390248E-03,5.32227E-01
2.2390256E-03,4.63867E-01
2.2390264E-03,5.22461E-01
2.2390272E-03,5.02930E-01
2.2390280E-03,5.02930E-01
2.2390288E-03,5.02930E-01
2.2390296E-03,5.22461E-01
2.2390304E-03,5.02930E-01
2.2390312E-03,5.22461E-01
2.2390320E-03,4.83398E-01
2.2390328E-03,5.61523E-01
2.2390336E-03,4.83398E-01
2.2390344E-03,5.02930E-01
2.2390352E-03,4.93164E-01
2.2390360E-03,5.71289E-01
2.2390368E-03,5.02930E-01
2.2390376E-03,5.12695E-01
2.2390384E-03,5.12695E-01
2.2390392E-03,5.22461E-01
2.2390400E-03,5.12695E-01
2.2390408E-03,5.61523E-01
2.2390416E-03,5.61523E-01
2.2390424E-03,5.32227E-01
2.2390432E-03,4.93164E-01
2.2390440E-03,5.61523E-01
2.2390448E-03,5.32227E-01
2.2390456E-03,5.12695E-01
2.2390464E-03,5.22461E-01
2.2390472E-03,5.12695E-01
2.2390480E-03,5.12695E-01
2.2390488E-03,5.22461E-01
2.2390496E-03,5.61523E-01
2.2390504E-03,5.61523E-01
2.2390512E-03,5.71289E-01
2.2390520E-03,5.41992E-01
2.2390528E-03,5.71289E-01
2.2390536E-03,5.61523E-01
2.2390544E-03,5.41992E-01
2.2390552E-03,5.32227E-01
2.2390560E-03,5.71289E-01
2.2390568E-03,5.32227E-01
2.2390576E-03,5.61523E-01
2.2390584E-03,5.61523E-01
2.2390592E-03,5.32227E-01
2.2390600E-03,5.71289E-01
2.2390608E-03,5.61523E-01
2.2390616E-03,5.61523E-01
2.2390624E-03,5.71289E-01
2.2390632E-03,5.61523E-01
2.2390640E-03,5.71289E-01
2.2390648E-03,5.90820E-01
2.2390656E-03,5.41992E-01
2.2390664E-03,5.12695E-01
2.2390672E-03,5.32227E-01
2.2390680E-03,5.81055E-01
2.2390688E-03,5.81055E-01
2.2390696E-03,5.71289E-01
2.2390704E-03,5.71289E-01
2.2390712E-03,6.20117E-01
2.2390720E-03,6.10352E-01
2.2390728E-03,6.00586E-01
2.2390736E-03,5.71289E-01
2.2390744E-03,5.61523E-01
2.2390752E-03,5.61523E-01
2.2390760E-03,5.41992E-01
2.2390768E-03,5.61523E-01
2.2390776E-03,5.90820E-01
2.2390784E-03,5.81055E-01
2.2390792E-03,5.81055E-01
2.2390800E-03,5.71289E-01
2.2390808E-03,5.51758E-01
2.2390816E-03,5.90820E-01
2.2390824E-03,5.81055E-01
2.2390832E-03,6.00586E-01
2.2390840E-03,5.81055E-01
2.2390848E-03,5.71289E-01
2.2390856E-03,5.81055E-01
2.2390864E-03,5.90820E-01
2.2390872E-03,6.10352E-01
2.2390880E-03,6.10352E-01
2.2390888E-03,5.90820E-01
2.2390896E-03,5.90820E-01
2.2390904E-03,6.00586E-01
2.2390912E-03,5.81055E-01
2.2390920E-03,6.00586E-01
2.2390928E-03,5.71289E-01
2.2390936E-03,5.90820E-01
2.2390944E-03,6.10352E-01
2.2390952E-03,6.10352E-01
2.2390960E-03,5.81055E-01
2.2390968E-03,6.10352E-01
2.2390976E-03,6.39648E-01
2.2390984E-03,6.29883E-01
2.2390992E-03,6.10352E-01
2.2391000E-03,6.29883E-01
2.2391008E-03,6.39648E-01
2.2391016E-03,6.00586E-01
2.2391024E-03,6.29883E-01
2.2391032E-03,6.10352E-01
2.2391040E-03,6.10352E-01
2.2391048E-03,6.10352E-01
2.2391056E-03,5.71289E-01
2.2391064E-03,6.49414E-01
2.2391072E-03,6.00586E-01
2.2391080E-03,6.29883E-01
2.2391088E-03,6.49414E-01
2.2391096E-03,6.29883E-01
2.2391104E-03,6.49414E-01
2.2391112E-03,6.29883E-01
2.2391120E-03,6.39648E-01
2.2391128E-03,6.10352E-01
2.2391136E-03,6.39648E-01
2.2391144E-03,6.59180E-01
2.2391152E-03,6.20117E-01
2.2391160E-03,6.10352E-01
2.2391168E-03,6.29883E-01
2.2391176E-03,6.29883E-01
2.2391184E-03,6.29883E-01
2.2391192E-03,6.49414E-01
2.2391200E-03,6.49414E-01
2.2391208E-03,6.10352E-01
2.2391216E-03,6.20117E-01
2.2391224E-03,6.39648E-01
2.2391232E-03,6.39648E-01
2.2391240E-03,6.49414E-01
2.2391248E-03,6.39648E-01
2.2391256E-03,6.68945E-01
2.2391264E-03,6.39648E-01
2.2391272E-03,6.68945E-01
2.2391280E-03,6.68945E-01
2.2391288E-03,6.78711E-01
2.2391296E-03,6.59180E-01
2.2391304E-03,6.68945E-01
2.2391312E-03,6.49414E-01
2.2391320E-03,6.59180E-01
2.2391328E-03,6.68945E-01
2.2391336E-03,6.68945E-01
2.2391344E-03,6.59180E-01
2.2391352E-03,6.68945E-01
2.2391360E-03,6.59180E-01
2.2391368E-03,6.59180E-01
2.2391376E-03,6.49414E-01
2.2391384E-03,6.68945E-01
2.2391392E-03,6.39648E-01
2.2391400E-03,6.68945E-01
2.2391408E-03,6.78711E-01
2.2391416E-03,6.78711E-01
2.2391424E-03,6.78711E-01
2.2391432E-03,7.17773E-01
2.2391440E-03,6.98242E-01
2.2391448E-03,6.68945E-01
2.2391456E-03,6.68945E-01
2.2391464E-03,6.78711E-01
2.2391472E-03,7.27539E-01
2.2391480E-03,6.78711E-01
2.2391488E-03,6.88477E-01
2.2391496E-03,6.68945E-01
2.2391504E-03,6.78711E-01
2.2391512E-03,6.59180E-01
2.2391520E-03,6.68945E-01
2.2391528E-03,6.78711E-01
2.2391536E-03,6.98242E-01
2.2391544E-03,7.17773E-01
2.2391552E-03,6.78711E-01
2.2391560E-03,7.37305E-01
2.2391568E-03,6.68945E-01
2.2391576E-03,7.08008E-01
2.2391584E-03,6.78711E-01
2.2391592E-03,6.98242E-01
2.2391600E-03,6.68945E-01
2.2391608E-03,6.88477E-01
2.2391616E-03,7.08008E-01
2.2391624E-03,7.37305E-01
2.2391632E-03,7.17773E-01
2.2391640E-03,6.88477E-01
2.2391648E-03,7.27539E-01
2.2391656E-03,6.98242E-01
2.2391664E-03,7.17773E-01
2.2391672E-03,7.08008E-01
2.2391680E-03,6.98242E-01
2.2391688E-03,7.17773E-01
2.2391696E-03,7.08008E-01
2.2391704E-03,7.37305E-01
2.2391712E-03,7.17773E-01
2.2391720E-03,7.08008E-01
2.2391728E-03,7.17773E-01
2.2391736E-03,6.78711E-01
2.2391744E-03,7.27539E-01
2.2391752E-03,6.98242E-01
2.2391760E-03,7.08008E-01
2.2391768E-03,7.47070E-01
2.2391776E-03,7.17773E-01
2.2391784E-03,7.37305E-01
2.2391792E-03,7.37305E-01
2.2391800E-03,7.47070E-01
2.2391808E-03,7.08008E-01
2.2391816E-03,7.37305E-01
2.2391824E-03,7.27539E-01
2.2391832E-03,7.56836E-01
2.2391840E-03,6.78711E-01
2.2391848E-03,7.17773E-01
2.2391856E-03,7.37305E-01
2.2391864E-03,7.37305E-01
2.2391872E-03,7.47070E-01
2.2391880E-03,7.47070E-01
2.2391888E-03,7.27539E-01
2.2391896E-03,7.27539E-01
2.2391904E-03,7.56836E-01
2.2391912E-03,7.27539E-01
2.2391920E-03,7.66602E-01
2.2391928E-03,7.56836E-01
2.2391936E-03,7.56836E-01
2.2391944E-03,7.76367E-01
2.2391952E-03,7.37305E-01
2.2391960E-03,7.56836E-01
2.2391968E-03,7.27539E-01
2.2391976E-03,7.47070E-01
2.2391984E-03,7.27539E-01
2.2391992E-03,7.17773E-01
2.2392000E-03,7.47070E-01
2.2392008E-03,7.56836E-01
2.2392016E-03,7.47070E-01
2.2392024E-03,7.66602E-01
2.2392032E-03,7.76367E-01
2.2392040E-03,7.56836E-01
2.2392048E-03,7.76367E-01
2.2392056E-03,7.17773E-01
2.2392064E-03,7.37305E-01
2.2392072E-03,7.66602E-01
2.2392080E-03,7.56836E-01
2.2392088E-03,7.76367E-01
2.2392096E-03,7.47070E-01
2.2392104E-03,7.56836E-01
2.2392112E-03,8.05664E-01
2.2392120E-03,7.66602E-01
2.2392128E-03,7.95898E-01
2.2392136E-03,7.66602E-01
2.2392144E-03,7.76367E-01
2.2392152E-03,7.66602E-01
2.2392160E-03,7.86133E-01
2.2392168E-03,7.56836E-01
2.2392176E-03,7.56836E-01
2.2392184E-03,7.95898E-01
2.2392192E-03,7.47070E-01
2.2392200E-03,7.86133E-01
2.2392208E-03,7.86133E-01
2.2392216E-03,7.95898E-01
2.2392224E-03,7.86133E-01
2.2392232E-03,7.86133E-01
2.2392240E-03,7.66602E-01
2.2392248E-03,8.15430E-01
2.2392256E-03,7.76367E-01
2.2392264E-03,7.66602E-01
2.2392272E-03,7.95898E-01
2.2392280E-03,8.05664E-01
2.2392288E-03,8.15430E-01
2.2392296E-03,8.15430E-01
2.2392304E-03,7.95898E-01
2.2392312E-03,8.25195E-01
2.2392320E-03,8.25195E-01
2.2392328E-03,8.15430E-01
2.2392336E-03,8.25195E-01
2.2392344E-03,8.15430E-01
2.2392352E-03,8.15430E-01
2.2392360E-03,8.05664E-01
2.2392368E-03,8.05664E-01
2.2392376E-03,8.25195E-01
2.2392384E-03,8.05664E-01
2.2392392E-03,8.44727E-01
2.2392400E-03,8.15430E-01
2.2392408E-03,7.95898E-01
2.2392416E-03,8.34961E-01
2.2392424E-03,8.25195E-01
2.2392432E-03,8.15430E-01
2.2392440E-03,8.54492E-01
2.2392448E-03,8.15430E-01
2.2392456E-03,8.44727E-01
2.2392464E-03,8.44727E-01
2.2392472E-03,8.54492E-01
2.2392480E-03,8.25195E-01
2.2392488E-03,8.44727E-01
2.2392496E-03,7.95898E-01
2.2392504E-03,8.05664E-01
2.2392512E-03,8.05664E-01
